Review_Text,Review,Sentimen_Asli,Sentimen_Prediksi
"game nya bagus sih, buat yang kagak bisa main tolong dong jangan hate keterlaluan, hp lu nya aja yang kagak suport, kntttlll",bagus kagak tolong hate hp kagak suport kntl,Negative,Negative
"Ada bug di beberapa tempat, tapi over all is good game",bug over all is good,Positive,Negative
Makin lama gw mainin makin jijik ama ini game. Bayangkan 10 game retro di masukin jadi 1 di ini game. Apalagi itu TV kesel gw njir bikin emosi. Bahkan combat nya cuman 10% dari keseluruhan gameplay.,mainin jijik bayang retro pasuk tv kesel anjir bikin emosi combat cuman gameplay,Negative,Negative
overall untuk permainannya cukup baik tetapi saya punya kendala yang di mana ketika saya loading in game (persentase itu) itu HP saya itu mengalami freeze atau mengalami penurunan FPS yang signifikan. Semoga pada update² berikutnya bisa dioptimalkan kembali. Untuk device yang saya pakai adalah Samsung Galaxy S24,overall main kendala loading persentase hp alami freeze alami turun fps signifikan moga update optimal device pakai samsung galaxy,Negative,Negative
"Saran saya, grafiknya usahakan diperbagus lagi, khususnya bagi pengguna hp kentang atau hp yang tidak kuat dengan game-game berat. Itu aja sih yang perlu diperhatikan. Terimakasih.",saran grafik usaha bagus guna hp kentang hp kuat gamegame berat perhati terimakasih,Negative,Negative
aduh beratnya,aduh berat,Negative,Negative
"di versi 2.0 ini mah parah dari segi optimisasi sering banget lag,ngebug",versi mah parah segi optimisasi lagngebug,Negative,Negative
Menurut ku bansos untuk bener utama nya kurang sih yang banyak nya cuman bener yang umum tolong beri kami bansos untuk bener utama nya,ku bansos utama cuman umum tolong bansos utama,Negative,Negative
"Setelah update sampai loading doang keluar app terus, Padahal hp aman signal aman.. Main genshin rata kanan pun aman.. Re-instal pun sama aja.. Hais..",update loading doang app hp aman signal aman genshin rata kanan aman reinstal hais,Negative,Negative
"Hilangkan mode TV puzzle nya kenapa enga di bikin langsung combat aja tanpa ada TV puzzle, Karena itu sangat membosankan. Sangat Anoying",hilang mode tv puzzle enga bikin combat tv puzzle bosan anoying,Negative,Negative
"gamenya seru banget bro rekomendasi buat lu yang nyari game rpg!, ( ͡° ͜ʖ ͡°)ᵇᵗʷ bansosnya banyakin lgi donk",seru bro rekomendasi cari rpg bansosnya banyak,Negative,Negative
Tolong dong apa ga bsa untuk mode tv tu di ubah jadi portal atau d permudah gtu loh atau cma untuk mendapatkan buff dan klo bsa d hpus aj skalian di jamin bakal lebih bnyk yg main saya stop main karna mode tv nya ribet Untuk yg lain klo bsa font d ubah saya yg mata nya mines susah liat tulisannya,tolong mode tv ubah portal mudah loh buff hapus skalian jamin stop mode tv ribet font ubah mes susah tulis,Negative,Negative
Memanjakan mata😁,manja,Negative,Negative
"design character ga kreatif kecewa parah sama design lady sunbringer udah gitu character cowok dikit lagi, kalau character cewek banyak tapi design nya cakep gua terima aja lah ini astaga, dengerin kritik player woy!!!",design character kreatif kecewa parah design lady sunbringer character cowok dikit character cewek design cakep gua terima astaga dengar kritik player woy,Negative,Negative
"bagus banget ini game, tema nya kek ada cyberpunk dan hal lainnya karakter cewe nya cantik cantik gameplay nya kerena dari segi map dan animasinya,, karakter cowonya juga ganteng ganteng terutama Lycaon😋 btw perbanyak karakter furry min",bagus tema cyberpunk karakter cewek cantik cantik gameplay rena segi map animasi karakter cowonya ganteng ganteng lycaon btw banyak karakter furry min,Negative,Negative
woiii Setelah update kenapa zzz gua ngebug kontoll,woi update gua ngebug kontoll,Negative,Negative
"mekanisme battle nya seru banget, ada banyak banget karakter jadi gk bakal bosen sama karakter yang itu-itu aja, event tiap update nya juga banyak dan seru banget. paling tolong banyakin pertarungan nya biar makin seru trus tolong pity nya jangan tinggi banget dong🙏",mekanisme battle seru karakter bosan karakter ituitu event update seru tolong banyak tarung biar seru tolong pity tinggi,Negative,Negative
jelek,jelek,Negative,Negative
"Geleng² kepala aing liatin review bintang satunya awokawokawok, klo hp lu ngk sanggup ngk usah di paksain, ngeluh 17GB gw tau ini gede tapi jangan lebay HSR awal² 16GB ngk ada yg permasalahin beda 1 GB doang padahal hadeh",geleng kepala aing lihat review bintang satu awokawokawok hp sanggup paksa ngeluh gb tau gede lebay hsr gb permasalahin beda gb doang hadeh,Negative,Negative
"Puas... Main di Poco X6 pro gasss... Pakai kipas pendingin, tidak ada frame drop...",puas poco pro gas pakai kipas dingin frame drop,Negative,Negative
"For now, I'll give it five stars because the game play will be really good with the gacha animation, even though it can only be played tomorrow, 07/04/2024 at 10:00 Thursday. BTW, for those who want to play this game, I recommend a ROM of 128GB and above, because 64GB is not enough for playing heavy games like this. You know what size Hoyoverse's game is. Also, the minimum chipset is Snapdragon 680 octa core so that the game runs smoothly even though the graphics are smooth.",for now ill give five stars because the play will be really good with the gacha animation even though can only be played tomorrow at thursday btw for those who want play this recommend rom of gb and above because gb is not enough for playing heavy games like this you know what size hoyoverses is also the minimum chipset is snapdragon octa core sok that the runs smoothly even though the graphics are smooth,Positive,Negative
"Kikir,rate off mlu asw",kikirrate off melulu asw,Negative,Negative
"yeah selamat anniversary yang ke satu!!! moga makin baik lagi developernya kepada para Player kali aja sistem gachanya dibaikin dikit biar kaya honkai impact aja 90 pull ga ada rate off pasti dapet, soalnya gachaku selalu rate off dah gitu kalah mulu lagi iri banget liat yang pada share gachanya banyak yang ijo ga tau mereka adil atau bayar apa banyak yang make mod(cheater) mungkin",yeah selamat anniversary moga developer player sistem gachanya dibaikin dikit biar honkai impact pull rate off gachaku rate off deh kalah mulu iri share gachanya ijo tau adil bayar pakai modcheater,Negative,Negative
"Gamenya bagus strorynya juga bagus baget dah , walaupun gacha seret , dan bansosnya gak semua langsung di kasih recomendah mainnya",bagus strorynya bagus deh gacha seret bansosnya kasih recomendah main,Positive,Negative
Lama loading nya,loading,Negative,Negative
"Ini gak tau hp akunya yang eror atau emang dari sana nya server lagi nge lag pas update 2.0, di tengah pertarungan suka nge pause sendiri, pas mau nge pull aja suka keluar sendiri, bagi aku update ini memuaskan ya soalnya hadiahnya juga banyak banget cuman jadi sering suka nge bug, tolong perbaiki lagi ya bug di game nya, terimakasii",tau hp aku eror server nge lag pas update tengah tarung suka nge pause pas nge pull suka update muas hadiah cuman suka nge bug tolong baik bug terimakasii,Negative,Negative
"Seneng sih EMG sama update ini, tapi sayang banget keknya sekarang makin berat banget, main shiyu def malah ngehang dan force close, akhirnya harus diulang lagi Dari awal.. device padahal proper",senang update sayang kayak berat shiyu def ngehang force close ulang device proper,Negative,Negative
sistem gachanya tolol selalu hard pity giliran dapet malah char/wp dri banner standar,sistem gachanya tolol hard pity gilir charwp banner standar,Negative,Negative
kapan Helio g81 ku ini normal saat memainkan game ini,hio ku normal main,Negative,Negative
"sedih sih karena diberlakukan dua kali verifikasi karena handphone/device baru padhal disatu akun cuman tertaut satu email dan ngga ada aktifin sebelumnya fitur dua verifikasi dua email, dan pada akhirnya Handphone/device sebelumnya rusak jadinya ngga bisa masuk lagi karena lupa email yang yang tertaut satunya karna dua kali verifikasi dah lah hilang akun jadi malas main lagi huuft :(",sedih laku verifikasi handphonedevice padhal satu akun cuman taut email aktifin fitur verifikasi email handphonedevice rusak lupa email taut satu verifikasi deh hilang akun malas huuft,Negative,Negative
Rate nya terlalu ampas. Game membosankan. Khusus nya yang pas di pc gambar kotak2,rate ampas bosan pas pc gambar kotak,Negative,Negative
update cuma buat gondal gandul doang,update gondal gandul doang,Negative,Negative
gilak Yi Xuan cantik bangettt auhhhhhhhhhhhhhhhhhhhhh,gila yi xuan cantik auh,Negative,Negative
Optimalisasi lagi aja untuk device mobile soalnya terlalu lag mau rata kanan/rata kiri padahal device uda requirement bukan minimum lagi,optimalisasi device mobile lag rata kananrata kiri device requirement minimum,Negative,Negative
Boring bet msih mending honkai 😌,boring mending honkai,Negative,Negative
Knp hp redmi tidak bisa mainkan zzz pada hal ada di play store tolong perbaiki biar bisa mainkan zzz nya ini.,hp redmi main play store tolong baik biar main,Negative,Negative
game pelit dan terlalu pay to win,pelit pay win,Negative,Negative
"[tapi grafik fullmax dihp gua masi buriqk tapi mungkin karna settingan cuma sampe hd doang/resolusi hp gua yg 4k?] Ini game mihoyo terberat dari spek yg diminta jadi wajar klo ada yg force close, black screen/stuck load. Klo low spek sadar diri, dari jaman genshin v1.0 ngeluh berat tapi ga mau ganti device, ya ga usah maen, maen roblok gih biar makin goooob🤣",grafik fullmax dihp gua buriqk settingan hd doangresolusi hp gua mihoyo berat spek wajar force close black screenstuck load low spek sadar jaman genshin ngeluh berat ganti device roblok gih biar gob,Negative,Negative
another game boring :(,another boring,Negative,Negative
180 pull dapet cuma 1 B5 itu juga pitty wkwkwkwk Gesek2..... Klo mau dapet B5,pull pitty wkwkwkwk gesek,Negative,Negative
"Wahai orang-orang yg IQnya rendah, sebelum memainkan game ini tolong dibaca dulu untuk spek yg dibutuhkan dan kapan game ini dibuka servernya",orangorang iqnya rendah main tolong baca spek butuh buka servernya,Negative,Negative
Dari awal main kalah rate off mulu,kalah rate off mulu,Negative,Negative
"untuk sekarang bisa dibilang bagus, cuma bermasalah di cerita dikit karena kalau end game rasanya lumayan hampa. tapi sejauh ini, zzz game yang bisa dienjoy sama para pemainnya, lumayan f2p juga",bilang bagus masalah cerita dikit end lumayan hampa dienjoy main lumayan fp,Negative,Negative
astagaaa abis update bugnyaaaa,astaga habis update bugnya,Negative,Negative
"Dari segi Map, karakter, grapic game, gemplay, story, button sangat bagus. Dari segi event cukup bagus bancosnya banyak dan sangat ramah di mainkan untuk Free To Play Hadiahnya 👍 Untuk daily login cukup login 3 menit beres 👍 tolong eventnya di perbanyak lagi apalagi event di hollow zero 👍",segi map karakter grapic gemplay story button bagus segi event bagus bancosnya ramah main free play hadiah daily login login menit beres tolong eventnya banyak event hollow zero,Negative,Negative
"Masukan aja untuk devlop, segera launching karakter dengan Gauntlet ( dengan pukulan tangan) atau martial art, semua orang suka karakter ini dan buat dengan karakter laki laki",masuk devlop launching karakter gauntlet pukul tangan martial art suka karakter karakter laki laki,Negative,Negative
ini game tidak pelit 😃,pelit,Negative,Negative
"gameplay nya bagus sekali karakter nya juga aduhai dan juga npc nya,tapi serta di update 2.0 baynk bug nya",gameplay bagus karakter aduhai npc nyatapi update baynk bug,Negative,Negative
Frame drop,frame drop,Negative,Negative
"game yang sangat bagus dari story nya grafik nya dan gameplay yang seru,walaupun tiap update tiba tiba ngelag Mulu ya mungkin karna device ku itel p55 5g ya its ok aku paham, thanks buat hoyo verse",bagus story grafik gameplay seruwalaupun update ngelag mulu device ku itel its ok paham thanks hoyo verse,Positive,Negative
Gak tau kenapa mihoyo disetiap gamenya gak pernah mau ngasih kebebasan buat playernya ngecustom layout hud tombol.padahal letak jari tiap orang gak sama loh.main genshin udah 3 tahun sampek skrg tiap main masih sering salah pencet cuma karna posisi tombol yg gak cocok sama ukuran jari aja.hal hal kecil kek gini gak pernah diperhatiin dev trus devnya ngapain aja.bikin game yaudah bikin doang tp kenyamanan playernya kayak gak pernah dipikirin,tau mihoyo tiap asih bebas playernya ngecustom layout hud tombolpadahal letak jari lohmain genshin tahun salah pencet posisi tombol cocok ukur jari ajahal diperhatiin dev devnya ajabikin yaudah bikin doang nyaman playernya pikir,Negative,Negative
"Gamenya bagus, kualitas visualnya juga bagus, musiknya lumayan. tapi setelah update terbaru 2.5 gamenya jadi lebih sering forced closed, butuh 2 kali bahkan 3 percobaan cuman buat login doang, padahal di versi sebelumnya aman aman aja. tolong segera diperbaiki",bagus kualitas visual bagus musik lumayan update baru forced closed butuh coba cuman login doang versi aman aman tolong baik,Negative,Negative
"bad female design, they ruin my sunbringer :(",bad female design they ruin my sunbringer,Negative,Negative
story getting boring...,story getting boring,Positive,Negative
"rumah yg nyaman, teman yg baik, apel yg segar, itu adalah zenless zone zero 🍃",rumah nyaman teman apel segar zenless zone zero,Positive,Negative
udah setahun gw maen nih game gw player f2p kalo gacha ampas mulu njirr parah udah muak gw ini terakhir kali maen nih game,tahun player fp gacha ampas mulu anjir parah muak,Negative,Negative
Absolute cinema ✋😐🤚,absolute cema,Negative,Negative
mengapa optimalisasi untuk handpone saya tidak kunjung membaik? Padahal di HP dulu poco m5s walaupun patah-patah tapi gak sampai force close. Tolong perbaiki Hoyoverse,optimalisasi handpone kunjung baik hp poco patahpatah force close tolong baik hoyoverse,Negative,Negative
"sejak update pas main sering keluar sendiri, frame drop, lag parah , mohon di optimalkan dulu,",update pas frame drop lag parah optimal,Negative,Negative
dulu gamenya tidak bisa di mainkan karena tidak kompatibel sekarang sudah bisa tapi ada beberapa masalah berupa bug bayangan yang menutup wajah tapi tidak terlalu hitam jadi tidak di permasalahkan dan permainan masih bisa di mainkan dengan lancar sekarang bug bayangan yang menutup seluruh wajah sudah teratasi tetapi selalu layar handphone saya freeze di gamenya dan tidak bisa lanjut bertarung itu membuat saya gagal menjalankan misinya tolong di perbaiki segera,main kompatibel bug bayang tutup wajah hitam masalah main main lancar bug bayang tutup wajah atas layar handphone freeze tarung gagal jalan misi tolong baik,Negative,Negative
"Salah satu game hoyo yg gw suka selain hsr, gameplay nya seru BANGET, musik dalam game juga bikin gw betah, story game ini absolute cinema-ada bagian yg lucu dan serius jdi nya gk ngebosenin, cutscene keren gila, animasi karakter smooth parah, translate bahasa indonya gaul dan gk kaku😹. Kekurangannya game ini cukup berat, terkadang ada framedrop pas lawan musuh jdinya mengurangi pengalaman dalam bermain, apa solusinya klo fps drop? Upgrade hp🗿",salah hoyo suka hsr gameplay seru musik bikin betah story absolute cinemaada lucu serius ngebosenin cutscene keren gila animasi karakter smooth parah translate bahasa indonya gaul kaku kurang berat terkadang framedrop pas lawan musuh jdinya kurang alam main solusi fps drop upgrade hp,Negative,Negative
solid tapi lag nya parah bet,solid lag parah,Negative,Negative
setelah update V2.0 malah eror ga bisa masuk. katanya storage penuh padahal storage masih banyak....,update eror storage penuh storage,Negative,Negative
Stutter Mulu Lah,stutter mulu,Negative,Negative
"sayang bgt susah buat mapping, pake gamepad gak kebacaa",sayang susah mapping pakai gamepad kebacaa,Negative,Negative
GAME GILAA SIH KLO HP KENTANG JNGN MAIN,gila hp kentang,Negative,Negative
"sering freeze terus force close, banyak bug black screen",freeze force close bug black screen,Negative,Negative
Rate karakter lebih susah dari game hoyoverse lainnya,rate karakter susah hoyoverse,Negative,Negative
seru banget dengan alur cerita nya,seru alur cerita,Negative,Negative
mantul,mantul,Positive,Negative
"RNG gacha di game ini sangat busuk, menyiapkan 25K polychorme hanya untuk mendapatkan karakter saja, selalu dapet rate off dan pity sangat tinggi di setiap versi. Saya bermain dari awal versi dan gacha saya selalu buruk dan saya sangat kecewa sekali tidak ada rasa yang menyenangkan bermain game ini. keinginan untuk mendapatkan w-engine signature tidak pernah terlaksana karena polychorme sudah habis duluan karena gacha karakter yang terlalu mahal untuk di dapat.",rng gacha busuk polychorme karakter rate off pity tinggi versi main versi gacha buruk kecewa senang main wengine signature laksana polychorme habis duluan gacha karakter mahal,Negative,Negative
"Bug masih banyak buat hp mid range,giliran gini aja pada bintang 4,klo ngasih komplain itu to the point sekalian ga ush nanggung,terus loading juga kelamaan,sekelas unity masa ga bisa,sayang banget nih fandom public enemy",bug hp mid rangegiliran bintang asih komplain the point nanggungterus loading kelamaansekelas unity bisasayang fandom public enemy,Negative,Negative
Frame drop terus bikin main patah patah,frame drop bikin patah patah,Negative,Negative
tolong kembalikan design sunbringer,tolong kembali design sunbringer,Negative,Negative
tolong keluarkan banner Ellen Joe lagi nnti saya borong semuanya,tolong keluar banner ellen joe borong,Negative,Negative
masih belum bisa untuk main. saya sudah download data sebesar 17Gb dengan bonus 700Mb untuk vo Jepang nya. namun saat rendering shaders kenapa malah force close sendiri?,download data gb bonus mbak vo jepang rendering shaders force close,Negative,Negative
Akhirnya ZZZ memberikan banyak hadiah hanya pity untuk gacha mendapatkan karakter nya susah.,hadiah pity gacha karakter susah,Negative,Negative
Please ini gak mau masuk gua langsung download pas keluar mana gak bisa masuk,please gua download pas,Negative,Negative
"Gw tarik rating B5 gw, makin kesini update makin g jelas yang tadinya snap870 kuat malah jadi berat bukanya ngoptimalin game nya malah di bikin jadi berat, dasar Dev kikir",tarik rating kesini update snap kuat berat buka ngoptimalin bikin berat dasar dev kikir,Negative,Negative
Game nya bagus tapi saat masuk ke dalam game kok gak bisa login layar nya cuma hitam tolong ya developer di perbaiki lagi,bagus login layar hitam tolong developer baik,Negative,Negative
"Oke untuk optimalisasi Grafik, taoi harus seimbang juga, masa iya hp poco x7 pro keluaran kemarin ngelag banget? duhai",oke optimalisasi grafik taoi imbang iya hp poco pro keluar kemarin ngelag duhai,Negative,Negative
"Setelah update 1.3 grafik jadi ngebug, muncul cahaya Biru itu sangat menggangu 😠😡",update grafik ngebug muncul cahaya biru menggangu,Negative,Negative
"Game nya sudah bagus tapi ,jika sudah level 40 bingung mau ngapain lagi tolong cepat update ya min",bagus level bingung tolong cepat update min,Negative,Negative
"mekanik gameplay bagus, story unik, design cantik, lumayan ringan, tapi sayang rate gachany ampas mampus. bayangin buang-buang 80 pull lebih cuma buat karakter standar sialan",mekanik gameplay bagus story unik design cantik lumayan ringan sayang rate gachany ampas mampus bayang buangbuang pull karakter standar sial,Negative,Negative
Game stuk tidak bisa di mainkan,stuk main,Negative,Negative
Gamenya bagus kok lancar bagi yang kena masalah gitu ingat game ini butuh spesifikasi tinggi malah nyalahin gamenya aduh,bagus lancar butuh spesifikasi tinggi salah aduh,Negative,Negative
"Proses login in game lama, internet, sinyal lancar. Gtau yahh knp bisa lama bangett, ga yg ini ga yg satunya proses log in game lama sekali, i know itu sepadan saat sudah masuk in game, tp knpa harus lama sekalii???, huhh sabar sabar.",proses login internet sinyal lancar tau satu proses log know padan huhh sabar sabar,Positive,Negative
"min saya pemain baru gak bisa masuk server ,"" penghubung ke server melebihin batas waktu "" gitu terus dari tadi sudah satu jam saya coba login gak bisa mohon bantuanya",min main server hubung server lebih batas waktu jam coba login bantuanya,Negative,Negative
"Donwload data 17gb dan compile shaders ✅ ,tetapi saat mau enter in game selalu force close setelah menyentuh 79% ke atas, aku curiga ini gara gara memory leak nya ke gedean",donwload data gb compile shaders enter force close sentuh curiga gara gara memory leak gede,Negative,Negative
Game mobile dan pc yang beda dari yang lain mulai dari sistem defense dan attack nya pokoknya felling nya game pc banget meski mainnya di mobile 😅,mobile pc beda sistem defense attack pokok felling pc main mobile,Negative,Negative
"untuk saat ini sangat bagus gamenya , tapi saya berharap kedepannya ada konten end game baru , supaya ketika konten habis masih ada yang bisa dikerjakan terima kasih",bagus harap depan konten end konten habis terima kasih,Negative,Negative
jujur yang paling bagus di ini game itu gameplay doang jeleknya dari cerita yang terlalu mudah untuk ditebak dan latar tempat yang biasa saja. point penting yang saya tidak suka adalah MC utama yang kakak beradik dengan pekerjaan proxy tapi banyak bener karakter yang lengket ke MC yang menurut ku itu tidak logis tidak seperti genshin dan Hsr yang MC memang berpetualang untuk membangun koneksi,jujur bagus gameplay doang jelek cerita mudah tebak latar point suka mc utama kakak adik kerja proxy karakter lengket mc ku logis genshin hsr mc tualang bangun koneksi,Negative,Negative
Mirip mirip gensin campur honkai impact dari gacha kaya gensin pelit tapi not bad udah biasa cuman kalo bisa banyakin gratisan dikit lah,gensin campur honkai impact gacha gensin pelit not bad cuman banyak gratis dikit,Negative,Negative
"Grafik gak ada masalah, masalah nya cuma fitur TV tabung nya menggangu bikin ngantuk",grafik fitur tv tabung menggangu bikin ngantuk,Positive,Negative
Saya suka memainkannya walaupun device panas,suka main device panas,Negative,Negative
game ngantuk,ngantuk,Negative,Negative
"force close mulu padahal spesifikasi sudah di atas rekomendasi, game gagal 🤢",force close mulu spesifikasi rekomendasi gagal,Negative,Negative
bisa di kasih lebih ringan lagi kah nih game .. main di snap 860 harus nya masih bisa lah yah .. baru sering for close juga nih game ..,kasih ringan kah snap for close,Negative,Negative
Game Ngantuk,ngantuk,Negative,Negative
"Animasi ketika battle terlalu lama dan terkesan terlalu lebay sehingga mengganggu ketika battle, beberapa animasinya gak bisa di cancel sehingga gampang di hit musuh apalagi yang sekali hit langsung mati, padahal ini game yang memiliki battle yang sat set, dan ketika udah ganti karakter, karakter lama masih bisa kena hit, moga kedepannya bisa lebih di sesuaikan",animasi battle kes lebay ganggu battle animasi cancel gampang hit musuh hit mati milik battle sat set ganti karakter karakter hit moga depan sesuai,Negative,Negative
Akhirnya yg ditunggu tunggu❤️,tunggu tunggu,Negative,Negative
"its stuck in server choosing menu, when i pause download because my connection is bad, and i try again when my connection is back to normal.",its stuck server choosing menu when pause download because my connection is bad and try again when my connection is back normal,Negative,Negative
"Game ini bagus, cuma loading nya kalo bisa dicepetin biar bisa langsung main, tapi terkadang aku bingung tapi enjoy staying here",bagus loading dicepetin biar terkadang bingung enjoy staying here,Positive,Negative
Bagus kok cuman agak sedikit kurang saat pergantian karakter,bagus cuman ganti karakter,Negative,Negative
"Game nya bagus banget enggaa terlalu berat , cuma kalo bisa banyakin reward nya",bagus enggaa berat banyak reward,Negative,Negative
"Maaf Uninstal Gacha Kacau 170 puls burnice gak dapat sama sekali, sori mending stop main. 🙏",maaf uninstal gacha kacau puls burnice sori mending stop,Negative,Negative
bad.,bad,Negative,Negative
Setelah update 2.0 sering lag bahkan main medium 30fps di android chipset D8300 sering framedrop yang membuat pengalaman bermain tidak nyaman. Pesan untuk developer untuk segera memperbaikinya agar pengalaman bermain player lebih nyaman seperti patch2 sebelumnya..,update lag medium fps android chipset framedrop alam main nyaman pesan developer baik alam main player nyaman patch,Negative,Negative
musuh kebanyakan diem kek batu. terlalu gampang,musuh banyak diam batu gampang,Negative,Negative
Mode TV nya mengganggu pengalaman bermain. Memang di akhir² atau lvl tinggi lebih banyak aksi. Namu cukup menggangu player baru yg sudah saya ajak bermain. Alhasil banyak player baru yg tidak melanjutkan bermain.,mode tv ganggu alam main lvl tinggi aksi namu menggangu player ajak main alhasil player lanjut main,Negative,Negative
"Game rusak,aku login tiba"" keluar sendiri udah aku hapus lalu instal lagi tetep aja",rusakaku login hapus instal,Negative,Negative
"Sumpah ini game keren parah, dari musik nya dan grafik nya luar biasa keren, combat nya beeeh!! Muantep , efek² nya meriah bener, Tolong Hoyoverse, bikin karakter cowo, jangan selalu nge rilis karakter cewe Mulu.",sumpah keren parah musik grafik keren combat beh muantep efek riah tolong hoyoverse bikin karakter cowok nge rilis karakter cewek mulu,Positive,Negative
Gamenya gak bisa di download di hp saya padahal ram 4+4 Rom 256GB,download hp ram rom gb,Negative,Negative
waktu awal rilis pernah main ini game dan emg asik tapi download lagi skrg malah sering crash,waktu rilis asik download crash,Negative,Negative
Gacor parah wak,gacor parah wak,Negative,Negative
"ga kompatibel lagi woilah, makin update makin g kompatibel😭😭",kompatibel woilah update kompatibel,Negative,Negative
udah bagus untuk segi battlenya cuma menurutku UI nya kurang enak dilihat kyk gimana gituh,bagus segi battlenya turut ui,Negative,Negative
YEY MODE TV DI GANTI HOREEEE,yey mode tv ganti hore,Negative,Negative
game nya berat bngt banyak bug trs suka keluar sendiri (crash) patah patah GK nyaman main ni game tolong lah di optimalin lagi biar GK nge frame saat bermain,berat bug suka crash patah patah nyaman tolong optimalin biar nge frame main,Negative,Negative
"Game nya bagus, viusal character dan lingkungannya juga bagus bgt, tapi sayang sering banget frame drop dan force close🥲",bagus viusal character lingkung bagus sayang frame drop force close,Negative,Negative
uwogh perpaduan antara style combat hack n slash dan model mini open wolrd + dungeon based itu emang gokil sih ini game terbaik semasa hidup gw,uwogh padu style combat hack slash model mini open wolrd dungeon based gila baik hidup,Negative,Negative
"Meskipun udah aku hapus:( , tetap kasih bintang lima",hapus kasih bintang,Negative,Negative
Sudah Dimensity 8350 tapi tidak bisa 60 FPS bagaimana ini? mohon di cek lagi supaya bisa lebih optimal. terimakasih,dimensity fps cek optimal terimakasih,Negative,Negative
Gilaaa baguss bangett di Story Chapter 5 Epikk Parahhh 🔥🙌Absolute Cinema🙌🔥,gila bagus story chapter epikk parah absolute cema,Negative,Negative
"Kendala saya sama seperti player lainnya. Saya mengalami fps drop, tapi tidak sampai stuttering. Untuk set grafis, walau beberapa diubah, tidak tampak perbedaan dalam segi visual maupun performa, bahkan tampak tak ada bedanya dari low hingga high Mohon untuk di optimalisasi kan kembali pada versi Android Hp yang saya pakai : POCO x5",kendala player alami fps drop stuttering set grafis ubah beda segi visual performa beda low high optimalisasi versi android hp pakai poco,Negative,Negative
"sejauh ini alur cerita bagus, karakter cakep cakep, ada banyak fitur yang keren banget, dan yang pasti gachanya gampang dan enak banget, overall 9/10 zzz minus di banyak bug doang pas masuk hollow mau eksplor tuh, karena aku main di mobile jadi sering framedrop tapi gapapa aku tetap cinta hugo!",alur cerita bagus karakter cakep cakep fitur keren gachanya gampang overall minus bug doang pas hollow eksplor tuh mobile framedrop gapapa cinta hugo,Negative,Negative
Full size nya gk ngotak njirr,full size ngotak anjir,Negative,Negative
Perfect.. Bikin nagih njir..,perfect bikin nagih anjir,Negative,Negative
"Game ini jujur saya sangat suka,apakah kalian tahu Series Wariors Orochi?, aku sangat suka game Hack and Slash itu dahulu waktu masih remaja, aku saran tambahkan ultimate bertiga seperti team Cunning hares dll.ada keluhan beberapa bug seperti Force Close dll,kuharap game ini bisa berkembang lebih baik lagi dan tidak kikir seperti awalan Huruf G.pasti tahu kan game nya itu namanya apa?. #Terimakasih",jujur sukaapakah series wariors orochi suka hack and slash waktu remaja saran tambah ultimate tiga team cunning hares dllada keluh bug force close dllkuharap kembang kikir awal huruf gpasti nama,Negative,Negative
The Best parah ini game bagus banget graphic digeber rata kanan aman jaya,the best parah bagus graphic geber rata kanan aman jaya,Negative,Negative
"Gacha banner apa , dapet apa , berturut-turut lagi.",gacha banner berturutturut,Positive,Negative
"Force closed when I open the market, or do a mission",force closed when open the market mission,Negative,Negative
game ini sangat bagus tapi bisa gak pengunduh datanya bisa di batasi untuk handphone Snapdragon,bagus unduh data batas handphone snapdragon,Negative,Negative
"Saya suka dengan konsep cerita yang diberikan game ini, terus, selain konsep cerita nya, feel battle nya di game ini cukup terasa seru, tetapi, yang masih menjadi PR bagi game ini yakni di ""Optimisasi"" nya, karena masih terjadi ""frame drop"" (meskipun kadang-kadang), tapi seharusnya game ini lebih cenderung stabil dari game RPG lainnya yang memakai konsep ""Open world"", konsep game ini kan ""semi open world"" yang seharusnya tidak terlalu memberatkan GPU pada handphone, jadi, tolong optimisasi nya",suka konsep cerita konsep cerita feel battle seru pr optimisasi frame drop kadangkadang cenderung stabil rpg pakai konsep open world konsep semi open world berat gpu handphone tolong optimisasi,Negative,Negative
"game wasu, malah dikasih rate off terus wasu",wasu kasih rate off wasu,Negative,Negative
"W game, friendly game, bnyk bansos. yang ngehujat ini game, minimal hp nya high ranges boss",friendly bansos hujat minimal hp high ranges bos,Negative,Negative
"Buat yang pada ngeluh pas mau login layarnya hitam, loading sering force close, disuruh kosongin penyimpanan lagi ,atau apalah. Itu sebenarnya device lu kurang support, kalau Layarnya hitam artinya device lu ga kuat nge-render grafiknya,kalau masih maksa main yang ada hp lu rusak duluan [bisa"" MATOT] Ini bukan masalah bug dari gamenya atau ukurannya tapi masalah di device masing"". Gw aja main ga ada apa"" ,aman aja tuh. [Overall nih game bagus dari segi gameplay ataupun grafik]",ngeluh pas login layar hitam loading force close suruh kosongin simpan apa device support layar hitam device kuat ngerender grafiknyakalau maksa hp rusak duluan matot bug ukur device aman tuh overall bagus segi gameplay grafik,Negative,Negative
di tunggu zzz cloudnya,tunggu cloudnya,Negative,Negative
